Cell Phenotype,,Cell Phenotype,0,1,Topic attribution,FCS file,Condition
N°4,304749,N°4,-1.9891769,1.0350249,0,0052.FCS,aml
N°4,467655,N°4,-2.076324,-0.089998946,0,2148.FCS,aml
N°4,458497,N°4,-1.0295132,-1.902878,0,2092.FCS,aml
N°4,457161,N°4,-0.8221194,-2.276688,0,2092.FCS,aml
N°4,457727,N°4,-1.8968245,-1.0293729,0,2092.FCS,aml
N°4,303956,N°4,-0.4626721,0.60378104,0,0036.FCS,aml
N°4,453689,N°4,-2.3522222,0.3018303,0,2092.FCS,aml
N°4,455231,N°4,-0.91569364,-1.7302074,0,2092.FCS,aml
N°4,299800,N°4,-0.67982024,-0.04390095,0,0036.FCS,aml
N°4,457479,N°4,-0.7218936,-1.5876447,0,2092.FCS,aml
N°4,465759,N°4,-2.320799,-0.018544042,0,2148.FCS,aml
N°4,461103,N°4,-0.8759049,-1.6550928,0,2092.FCS,aml
N°4,462928,N°4,-2.0553935,-0.040080562,0,2148.FCS,aml
N°4,452139,N°4,-2.470443,-0.79448247,0,2084.FCS,aml
N°4,456658,N°4,-1.4012989,-1.1998373,0,2092.FCS,aml
N°4,462097,N°4,-1.9011643,-0.6502386,0,2092.FCS,aml
N°4,462215,N°4,-1.4372919,-0.47382462,0,2092.FCS,aml
N°4,467765,N°4,-2.1633472,0.68387663,0,2148.FCS,aml
N°4,460969,N°4,-1.6541702,-1.3474021,0,2092.FCS,aml
N°4,462578,N°4,-1.717127,-0.3239613,0,2092.FCS,aml
N°4,373573,N°4,0.21768628,-0.09081967,0,0924.FCS,aml
N°4,465193,N°4,-2.3053966,-0.03690714,0,2148.FCS,aml
N°4,465553,N°4,-1.8439338,-0.33226544,0,2148.FCS,aml
N°4,466398,N°4,-2.1271837,-0.025267424,0,2148.FCS,aml
N°4,454105,N°4,-2.0789912,0.37183625,0,2092.FCS,aml
N°4,460708,N°4,-0.6764959,-1.1260463,0,2092.FCS,aml
N°4,461390,N°4,-1.8324962,-0.7431767,0,2092.FCS,aml
N°4,456140,N°4,-0.9723255,-1.092241,0,2092.FCS,aml
N°4,303885,N°4,-0.6078236,0.5719069,0,0036.FCS,aml
N°4,460890,N°4,-1.7403728,-1.2914591,0,2092.FCS,aml
N°4,461451,N°4,-1.2505237,-0.9751239,0,2092.FCS,aml
N°4,468928,N°4,-2.0784802,0.12740074,0,2148.FCS,aml
N°4,456299,N°4,-1.9450389,1.6254684,0,2092.FCS,aml
N°4,462909,N°4,-2.2414243,0.00489456,0,2148.FCS,aml
N°4,461664,N°4,-1.972377,0.17681302,0,2092.FCS,aml
N°4,458292,N°4,-1.1387001,-2.358293,0,2092.FCS,aml
N°4,466070,N°4,-1.9562165,-0.24795036,0,2148.FCS,aml
N°4,466062,N°4,-2.0693307,0.58297527,0,2148.FCS,aml
N°4,301526,N°4,-0.8327541,0.7563945,0,0036.FCS,aml
N°4,463965,N°4,-1.775342,-0.3073418,0,2148.FCS,aml
N°4,457603,N°4,-1.0778651,-2.4052293,0,2092.FCS,aml
N°4,462155,N°4,-0.95176744,-2.474492,0,2092.FCS,aml
N°4,465445,N°4,-1.3044329,0.5759341,0,2148.FCS,aml
N°4,456600,N°4,-0.7729166,-1.5863218,0,2092.FCS,aml
N°4,460614,N°4,-1.8294872,-1.2751822,0,2092.FCS,aml
N°4,458442,N°4,-2.117165,-0.7128947,0,2092.FCS,aml
N°4,459969,N°4,-1.9531841,0.31448874,0,2092.FCS,aml
N°4,456280,N°4,-1.4382126,-1.5115428,0,2092.FCS,aml
N°4,456234,N°4,-1.0829943,-1.321334,0,2092.FCS,aml
N°4,464989,N°4,-1.270482,0.44298622,0,2148.FCS,aml
N°4,454987,N°4,-1.1938195,-0.946398,0,2092.FCS,aml
N°4,454243,N°4,-1.7388406,-1.8540506,0,2092.FCS,aml
N°4,468758,N°4,0.34202978,0.4854152,0,2148.FCS,aml
N°4,465865,N°4,-1.4116579,0.71893334,0,2148.FCS,aml
N°4,465036,N°4,-1.9196341,-0.64087665,0,2148.FCS,aml
N°4,259967,N°4,-2.4188635,0.3432604,0,0716.FCS,normal
N°4,334612,N°4,-1.6751179,2.0979083,0,0476.FCS,aml
N°4,458966,N°4,-1.3469243,-0.77496576,0,2092.FCS,aml
N°4,463103,N°4,-2.416582,0.12373948,0,2148.FCS,aml
N°4,463536,N°4,-1.8392833,-0.056941725,0,2148.FCS,aml
N°4,466381,N°4,-1.9383681,-0.64528716,0,2148.FCS,aml
N°4,302767,N°4,-0.4343843,0.5032683,0,0036.FCS,aml
N°4,453754,N°4,-0.65678054,-2.1642594,0,2092.FCS,aml
N°4,454258,N°4,-0.61845064,-2.0656514,0,2092.FCS,aml
N°4,455890,N°4,-1.6510255,-1.9124315,0,2092.FCS,aml
N°4,308930,N°4,-1.3170866,-1.504375,0,0052.FCS,aml
N°4,466230,N°4,-2.0335972,0.34728232,0,2148.FCS,aml
N°4,457392,N°4,-1.7879087,-1.0249599,0,2092.FCS,aml
N°4,464871,N°4,-2.1006951,0.005530351,0,2148.FCS,aml
N°4,301420,N°4,-1.0711879,0.5587368,0,0036.FCS,aml
N°4,454055,N°4,-0.8320566,-0.44971186,0,2092.FCS,aml
N°4,463121,N°4,-0.66416705,0.16934064,0,2148.FCS,aml
N°4,458476,N°4,-1.6347024,-1.517539,0,2092.FCS,aml
N°4,458166,N°4,-1.4197083,-2.1159976,0,2092.FCS,aml
N°4,303755,N°4,-0.65273577,-0.17193422,0,0036.FCS,aml
N°4,454188,N°4,-0.7547834,-2.2092364,0,2092.FCS,aml
N°4,462512,N°4,-1.3274112,-0.7768713,0,2092.FCS,aml
N°4,462701,N°4,-2.1373658,-0.009136863,0,2148.FCS,aml
N°4,282248,N°4,-2.4787962,-0.93891096,0,1660.FCS,normal
N°4,461581,N°4,-1.5117421,-0.7819006,0,2092.FCS,aml
N°4,464050,N°4,-1.5467576,-0.26525304,0,2148.FCS,aml
N°4,455341,N°4,-1.7380219,-0.7449043,0,2092.FCS,aml
N°4,467276,N°4,-2.2648165,0.76375675,0,2148.FCS,aml
N°4,466327,N°4,-1.7592219,0.23139271,0,2148.FCS,aml
N°4,298370,N°4,-0.6493869,0.7790505,0,0036.FCS,aml
N°4,459155,N°4,-0.84504056,-2.326284,0,2092.FCS,aml
N°4,456591,N°4,-1.4375451,-1.9786464,0,2092.FCS,aml
N°4,458292,N°4,-1.1387001,-2.358293,0,2092.FCS,aml
N°4,457333,N°4,-1.7972988,-0.9272281,0,2092.FCS,aml
N°4,463145,N°4,-1.0596633,-0.34448308,0,2148.FCS,aml
N°4,466426,N°4,-1.8560376,0.04546067,0,2148.FCS,aml
N°4,455909,N°4,-0.85424334,-1.6651281,0,2092.FCS,aml
N°4,455821,N°4,-0.987657,-1.7140588,0,2092.FCS,aml
N°4,304182,N°4,-0.77552515,-0.2600613,0,0036.FCS,aml
N°4,462267,N°4,-0.58705163,-0.22694917,0,2092.FCS,aml
N°4,456519,N°4,-0.8494896,-2.0112913,0,2092.FCS,aml
N°4,461115,N°4,-0.9024923,-1.5371044,0,2092.FCS,aml
N°4,456239,N°4,-0.9877056,-1.6953225,0,2092.FCS,aml
N°4,467315,N°4,-2.1172674,0.2507957,0,2148.FCS,aml
N°4,455557,N°4,-1.9672681,0.17014869,0,2092.FCS,aml
N°4,453981,N°4,-2.0390165,-0.57158095,0,2092.FCS,aml
N°4,91098,N°4,-2.4640143,-0.9186845,0,1340.FCS,normal
N°4,462844,N°4,-0.83478963,0.66513634,0,2148.FCS,aml
N°4,454763,N°4,-1.5239867,-0.6644007,0,2092.FCS,aml
N°4,464637,N°4,-1.911328,0.30111745,0,2148.FCS,aml
N°4,460033,N°4,-1.2763356,-1.5257957,0,2092.FCS,aml
N°4,454958,N°4,-0.6714928,-1.9971033,0,2092.FCS,aml
N°4,337003,N°4,-1.3969452,-1.9929508,0,0476.FCS,aml
N°4,458977,N°4,-2.0637748,0.023666726,0,2092.FCS,aml
N°4,388780,N°4,-1.408089,0.61033213,0,1068.FCS,aml
N°4,458723,N°4,-1.3620274,-2.089771,0,2092.FCS,aml
N°4,90837,N°4,-0.7299398,-0.09556215,0,1340.FCS,normal
N°4,457994,N°4,-1.0900314,-1.5847082,0,2092.FCS,aml
N°4,313580,N°4,-1.7217144,0.51056284,0,0204.FCS,aml
N°4,463292,N°4,-2.2720542,0.14287557,0,2148.FCS,aml
N°4,468054,N°4,-1.1895344,0.095076494,0,2148.FCS,aml
N°4,457062,N°4,-1.7197276,-0.28352535,0,2092.FCS,aml
N°4,459857,N°4,-0.6536142,-2.0921285,0,2092.FCS,aml
N°4,462870,N°4,-1.8876752,-0.21825059,0,2148.FCS,aml
N°4,460456,N°4,-1.688427,-0.41577643,0,2092.FCS,aml
N°4,454837,N°4,-0.8996146,-2.1885102,0,2092.FCS,aml
N°4,463040,N°4,-2.0313768,0.9702857,0,2148.FCS,aml
N°4,343688,N°4,-2.395105,-0.6012601,0,0700.FCS,aml
N°4,468929,N°4,-2.125291,0.55289406,0,2148.FCS,aml
N°4,461180,N°4,-2.5037818,0.26331437,0,2092.FCS,aml
N°4,256300,N°4,-2.3772814,-0.953605,0,0780.FCS,normal
N°4,378864,N°4,-1.6395701,1.2645681,0,0932.FCS,aml
N°4,457967,N°4,-1.106153,-1.3950404,0,2092.FCS,aml
N°4,466820,N°4,-1.5625998,-0.1798174,0,2148.FCS,aml
N°4,457352,N°4,-1.6391833,-0.15933669,0,2092.FCS,aml
N°4,460714,N°4,-1.403262,-1.3148596,0,2092.FCS,aml
N°4,331413,N°4,-1.5621973,0.39337713,0,0388.FCS,aml
N°4,466246,N°4,-2.397453,-0.105760895,0,2148.FCS,aml
N°4,459349,N°4,-1.0907359,-2.3508496,0,2092.FCS,aml
N°4,462792,N°4,-2.0241773,0.2799474,0,2148.FCS,aml
N°4,387112,N°4,-1.92177,2.509383,0,1068.FCS,aml
N°4,304381,N°4,-0.63747674,0.88616395,0,0036.FCS,aml
N°4,308351,N°4,0.6323723,-3.6244323,0,0052.FCS,aml
N°4,459729,N°4,-0.95964855,-1.2447556,0,2092.FCS,aml
N°4,413226,N°4,-1.5894461,1.50449,0,1620.FCS,aml
N°4,315434,N°4,-1.5732684,0.4509517,0,0204.FCS,aml
N°4,456486,N°4,-0.55474514,-2.6526265,0,2092.FCS,aml
N°4,457509,N°4,-1.6688539,-1.2320907,0,2092.FCS,aml
N°4,337499,N°4,-2.3279152,-1.2262142,0,0476.FCS,aml
N°4,462422,N°4,-1.6066273,-0.47308904,0,2092.FCS,aml
N°4,455340,N°4,-0.7834428,-1.6521965,0,2092.FCS,aml
N°4,306679,N°4,0.31111065,-3.3248634,0,0052.FCS,aml
N°4,459145,N°4,-1.46993,-0.0641042,0,2092.FCS,aml
N°4,459105,N°4,-1.3195137,-1.6317374,0,2092.FCS,aml
N°4,457424,N°4,-0.9389035,0.05251036,0,2092.FCS,aml
N°4,466844,N°4,-2.2322853,0.35149986,0,2148.FCS,aml
N°4,467168,N°4,-2.1445549,0.25157836,0,2148.FCS,aml
N°4,456238,N°4,-1.3942606,-0.8977327,0,2092.FCS,aml
N°4,454593,N°4,-1.3348737,-1.100834,0,2092.FCS,aml
N°4,463000,N°4,-1.9066107,0.018331084,0,2148.FCS,aml
N°4,466387,N°4,-1.6722445,0.87065715,0,2148.FCS,aml
N°4,121532,N°4,-1.6459287,0.1879436,0,0060.FCS,normal
N°4,466597,N°4,-2.1919277,0.27575022,0,2148.FCS,aml
N°4,457062,N°4,-1.7197276,-0.28352535,0,2092.FCS,aml
N°4,467455,N°4,-2.2427807,0.49442032,0,2148.FCS,aml
N°4,459872,N°4,-0.6365357,0.075346895,0,2092.FCS,aml
N°4,460315,N°4,-0.99163455,-1.2463819,0,2092.FCS,aml
N°4,463374,N°4,-1.044399,0.05233807,0,2148.FCS,aml
N°4,465308,N°4,-1.9051563,-0.024754172,0,2148.FCS,aml
N°4,334976,N°4,-1.6591364,2.0230043,0,0476.FCS,aml
N°4,468255,N°4,-1.6522123,-0.11246506,0,2148.FCS,aml
N°4,456108,N°4,-0.9645443,-2.4594905,0,2092.FCS,aml
N°4,467326,N°4,-1.6031233,-0.37618276,0,2148.FCS,aml
N°4,463505,N°4,-1.9273826,1.1448394,0,2148.FCS,aml
N°4,455133,N°4,-1.0948198,-1.4002128,0,2092.FCS,aml
N°4,446332,N°4,-2.2905667,-1.3413144,0,1884.FCS,aml
N°4,465759,N°4,-2.320799,-0.018544042,0,2148.FCS,aml
N°4,464043,N°4,-1.6043109,0.06568164,0,2148.FCS,aml
N°4,458034,N°4,-0.68356013,-1.7472326,0,2092.FCS,aml
N°4,461470,N°4,-2.0157256,-0.393241,0,2092.FCS,aml
N°4,458300,N°4,-0.64692414,-1.4167002,0,2092.FCS,aml
N°4,453611,N°4,-0.58230275,-2.0614793,0,2092.FCS,aml
N°4,461061,N°4,-2.1805599,-0.9169459,0,2092.FCS,aml
N°4,468140,N°4,-2.087815,0.7733086,0,2148.FCS,aml
N°4,336445,N°4,-2.093847,-1.4634255,0,0476.FCS,aml
N°4,300427,N°4,-0.9137947,0.7754622,0,0036.FCS,aml
N°4,455080,N°4,-0.8399031,-1.0982169,0,2092.FCS,aml
N°4,457070,N°4,-0.93000084,-1.6125699,0,2092.FCS,aml
N°4,456965,N°4,-0.7325097,-2.4152098,0,2092.FCS,aml
N°4,462749,N°4,-2.1766675,0.4171297,0,2148.FCS,aml
N°4,461076,N°4,-2.1351435,-0.5342407,0,2092.FCS,aml
N°4,463908,N°4,-1.1920779,-0.5209192,0,2148.FCS,aml
N°4,464963,N°4,-1.3068397,0.55155885,0,2148.FCS,aml
N°4,464904,N°4,-1.9611804,0.08718949,0,2148.FCS,aml
N°4,303808,N°4,-1.0951619,0.3005666,0,0036.FCS,aml
N°4,456243,N°4,-0.65863645,-2.125139,0,2092.FCS,aml
N°4,460794,N°4,-1.5587709,-0.17233582,0,2092.FCS,aml
N°4,454742,N°4,-0.94907874,-1.3251958,0,2092.FCS,aml
N°4,463808,N°4,-2.323299,0.41238275,0,2148.FCS,aml
N°4,459469,N°4,-0.9456693,-2.2792268,0,2092.FCS,aml
N°4,468760,N°4,-2.054634,0.024672914,0,2148.FCS,aml
N°4,462739,N°4,-1.706875,-0.105788,0,2148.FCS,aml
N°4,345431,N°4,-2.4750109,-0.92736447,0,0700.FCS,aml
N°4,456299,N°4,-1.9450389,1.6254684,0,2092.FCS,aml
N°4,67184,N°4,-1.6535244,0.1969971,0,1860.FCS,normal
N°4,336064,N°4,-1.780106,1.3098556,0,0476.FCS,aml
N°4,466728,N°4,-1.9230275,0.045031205,0,2148.FCS,aml
N°4,412612,N°4,-1.6013317,1.6368865,0,1620.FCS,aml
N°4,466778,N°4,-2.261162,0.27156672,0,2148.FCS,aml
N°4,455604,N°4,-0.9880976,-1.696537,0,2092.FCS,aml
N°4,455008,N°4,-1.3852391,-2.1882203,0,2092.FCS,aml
N°4,463588,N°4,-2.0088668,0.3237647,0,2148.FCS,aml
N°4,383032,N°4,-0.91534686,0.7513402,0,1068.FCS,aml
N°4,462811,N°4,-1.8922927,0.35175514,0,2148.FCS,aml
N°4,463606,N°4,-1.9928106,0.6462732,0,2148.FCS,aml
N°4,299154,N°4,-0.69177926,0.15343207,0,0036.FCS,aml
N°4,466487,N°4,-1.4738277,-0.14369275,0,2148.FCS,aml
N°4,464013,N°4,-1.9302248,-0.36211336,0,2148.FCS,aml
N°4,459367,N°4,-1.3412077,-1.2886155,0,2092.FCS,aml
N°4,456420,N°4,-1.0602443,-1.4442582,0,2092.FCS,aml
N°4,457793,N°4,-1.5840428,-1.0799806,0,2092.FCS,aml
N°4,455074,N°4,-1.7059845,1.0439248,0,2092.FCS,aml
N°4,460635,N°4,-2.1191952,-0.7573385,0,2092.FCS,aml
N°4,455534,N°4,-2.146408,-0.8324623,0,2092.FCS,aml
N°4,454513,N°4,-0.9572066,-1.4384525,0,2092.FCS,aml
N°4,460886,N°4,-1.8491791,-0.361691,0,2092.FCS,aml
N°4,456766,N°4,-2.064667,-0.3055142,0,2092.FCS,aml
N°4,466078,N°4,-2.18224,0.13903618,0,2148.FCS,aml
N°4,465726,N°4,-2.197301,1.0997097,0,2148.FCS,aml
N°4,300854,N°4,-0.7010608,0.8470667,0,0036.FCS,aml
N°4,455077,N°4,-1.4287841,-1.9965875,0,2092.FCS,aml
N°4,455339,N°4,-2.026249,0.46703973,0,2092.FCS,aml
N°4,462632,N°4,-1.2319113,-0.5170804,0,2148.FCS,aml
N°4,462222,N°4,-0.76622015,-1.956556,0,2092.FCS,aml
N°4,455140,N°4,-1.8607508,-1.3804282,0,2092.FCS,aml
N°4,460240,N°4,-1.5953648,0.45571685,0,2092.FCS,aml
N°4,459025,N°4,-2.2754047,0.079880856,0,2092.FCS,aml
N°4,464743,N°4,-2.2314143,0.93771154,0,2148.FCS,aml
N°4,453907,N°4,-1.4361053,-1.0892699,0,2092.FCS,aml
N°4,299703,N°4,-0.8904145,0.98665905,0,0036.FCS,aml
N°4,457728,N°4,-1.1248188,-1.1829672,0,2092.FCS,aml
N°4,304045,N°4,-0.6642527,0.98843634,0,0036.FCS,aml
N°4,467006,N°4,-2.347683,0.3850373,0,2148.FCS,aml
N°4,467290,N°4,-1.6601814,0.13735619,0,2148.FCS,aml
N°4,453896,N°4,-1.9161854,-0.44459507,0,2092.FCS,aml
N°4,459808,N°4,-1.126166,-2.3544557,0,2092.FCS,aml
N°4,461944,N°4,-1.4338685,-1.4276795,0,2092.FCS,aml
N°4,456635,N°4,-0.80013853,-1.2797607,0,2092.FCS,aml
N°4,453809,N°4,-0.9283806,-2.2595325,0,2092.FCS,aml
N°4,466993,N°4,-1.776241,-0.038845666,0,2148.FCS,aml
N°4,95065,N°4,-1.3647707,0.40012282,0,1492.FCS,normal
N°4,468822,N°4,-1.4797267,0.49891484,0,2148.FCS,aml
N°4,455514,N°4,-1.2017277,-2.2371032,0,2092.FCS,aml
N°4,494221,N°4,-2.1278925,0.3074224,0,2716.FCS,aml
N°4,467369,N°4,-2.1280916,0.4142131,0,2148.FCS,aml
N°4,457880,N°4,-0.8317018,-1.7228844,0,2092.FCS,aml
N°4,460245,N°4,-1.049507,-0.54141057,0,2092.FCS,aml
N°4,456309,N°4,-1.4345444,-0.6789173,0,2092.FCS,aml
N°4,464718,N°4,-1.4721249,-0.54387844,0,2148.FCS,aml
N°4,462585,N°4,-2.070251,0.34126276,0,2092.FCS,aml
N°4,458969,N°4,-1.8416497,-1.6733017,0,2092.FCS,aml
N°4,460087,N°4,-1.0496039,-2.317877,0,2092.FCS,aml
N°4,465002,N°4,-2.1466265,-0.31485042,0,2148.FCS,aml
N°4,458623,N°4,-2.014403,-0.5957661,0,2092.FCS,aml
N°4,455237,N°4,-1.2827464,-1.6663681,0,2092.FCS,aml
N°4,465803,N°4,-2.110674,0.5443,0,2148.FCS,aml
N°4,462655,N°4,-1.8005558,0.10434085,0,2148.FCS,aml
N°4,458619,N°4,-1.022397,-1.5848819,0,2092.FCS,aml
N°4,459206,N°4,-0.94168013,-2.4405568,0,2092.FCS,aml
N°4,458235,N°4,-1.2121751,-0.46744317,0,2092.FCS,aml
N°4,460567,N°4,-0.75396955,-0.24423926,0,2092.FCS,aml
N°4,336081,N°4,-1.1171994,-1.7156479,0,0476.FCS,aml
N°4,461985,N°4,-1.3473916,-1.0127729,0,2092.FCS,aml
N°4,299841,N°4,-0.67556137,0.8099328,0,0036.FCS,aml
N°4,453905,N°4,-1.8416212,-1.3778145,0,2092.FCS,aml
N°4,462030,N°4,-1.9756728,-0.82950795,0,2092.FCS,aml
N°4,467087,N°4,-2.359065,0.20941941,0,2148.FCS,aml
N°4,466570,N°4,-1.9252124,-0.2058739,0,2148.FCS,aml
N°4,299801,N°4,-0.7601072,0.8808476,0,0036.FCS,aml
N°4,337003,N°4,-1.3969452,-1.9929508,0,0476.FCS,aml
N°4,453880,N°4,-0.6374181,-1.9178634,0,2092.FCS,aml
N°4,467678,N°4,-1.6528131,-0.51930314,0,2148.FCS,aml
N°4,134041,N°4,-2.3769395,-1.0090755,0,1276.FCS,normal
N°4,464316,N°4,-2.3248892,-0.07366408,0,2148.FCS,aml
N°4,232537,N°4,-2.3260114,-1.4131576,0,2476.FCS,normal
N°4,453611,N°4,-0.58230275,-2.0614793,0,2092.FCS,aml
N°4,286689,N°4,-2.2611322,-1.0986488,0,2772.FCS,normal
N°4,455728,N°4,-1.4618431,-1.0298759,0,2092.FCS,aml
N°4,460447,N°4,-1.8304037,-1.746829,0,2092.FCS,aml
N°4,89934,N°4,-1.7631012,-0.66572666,0,1340.FCS,normal
N°4,461737,N°4,-2.3230634,-0.45998847,0,2092.FCS,aml
N°4,299317,N°4,-0.7004473,0.5987378,0,0036.FCS,aml
N°4,413224,N°4,-1.282027,1.0458585,0,1620.FCS,aml
N°4,456864,N°4,-0.62348187,-1.9881651,0,2092.FCS,aml
N°4,300620,N°4,-0.67241544,0.39868647,0,0036.FCS,aml
N°4,453778,N°4,-1.7471921,-1.4449866,0,2092.FCS,aml
N°4,453852,N°4,-1.8978997,-0.6099739,0,2092.FCS,aml
N°4,459330,N°4,-0.9595543,-1.1934144,0,2092.FCS,aml
N°4,461480,N°4,-2.2164538,-0.37037626,0,2092.FCS,aml
N°4,307223,N°4,-0.80523735,-1.6430781,0,0052.FCS,aml
N°4,456590,N°4,-1.4203638,-0.67349106,0,2092.FCS,aml
N°4,457526,N°4,-0.8033711,-1.5932723,0,2092.FCS,aml
N°4,229878,N°4,-2.4855654,-0.8945228,0,2476.FCS,normal
N°4,456130,N°4,-1.5959306,-1.4813148,0,2092.FCS,aml
N°4,311367,N°4,-1.9207487,1.7677627,0,0204.FCS,aml
N°4,375502,N°4,0.15548353,-0.078675926,0,0924.FCS,aml
N°4,454376,N°4,-1.7712086,-1.4794066,0,2092.FCS,aml
N°4,464961,N°4,-2.3655162,0.20902124,0,2148.FCS,aml
N°4,458364,N°4,-1.8459979,-1.7023981,0,2092.FCS,aml
N°4,454543,N°4,-0.8071525,-2.471589,0,2092.FCS,aml
N°4,462401,N°4,-1.7679348,-1.1202753,0,2092.FCS,aml
N°4,304003,N°4,-0.6190567,-2.049855,0,0036.FCS,aml
N°4,414596,N°4,-1.3420537,1.1655612,0,1620.FCS,aml
N°4,458752,N°4,-1.3614422,-0.9185228,0,2092.FCS,aml
N°4,86909,N°4,-1.6712906,0.0249072,0,1340.FCS,normal
N°4,461999,N°4,-1.4446069,-2.053751,0,2092.FCS,aml
N°4,302262,N°4,-0.7355574,0.776223,0,0036.FCS,aml
N°4,464001,N°4,-1.6692859,0.037313383,0,2148.FCS,aml
N°4,297950,N°4,-0.8927143,0.84002626,0,0036.FCS,aml
N°4,462729,N°4,-1.5926839,0.9642801,0,2148.FCS,aml
N°4,459080,N°4,-0.9717541,-1.8426474,0,2092.FCS,aml
N°4,458483,N°4,-0.79921407,-1.6486325,0,2092.FCS,aml
N°4,464408,N°4,-2.0437114,0.32493344,0,2148.FCS,aml
N°4,458239,N°4,-2.4079258,-1.0659198,0,2092.FCS,aml
N°4,458084,N°4,-0.9337375,-1.7315619,0,2092.FCS,aml
N°4,456305,N°4,-1.3211336,-0.99034685,0,2092.FCS,aml
N°4,456531,N°4,-1.4466058,-1.0430512,0,2092.FCS,aml
N°4,378646,N°4,-2.0761871,1.0427436,0,0932.FCS,aml
N°4,227615,N°4,-1.5589386,1.3010231,0,2476.FCS,normal
N°4,456735,N°4,-1.0258008,-1.7851084,0,2092.FCS,aml
N°4,308189,N°4,-1.653179,1.2507936,0,0052.FCS,aml
N°4,465363,N°4,-2.1973653,0.38450623,0,2148.FCS,aml
N°4,461911,N°4,-1.694225,-0.35598135,0,2092.FCS,aml
N°4,459768,N°4,-1.3525616,-1.2394705,0,2092.FCS,aml
N°4,457824,N°4,-0.9407527,-0.83788997,0,2092.FCS,aml
N°4,456339,N°4,-1.7542301,-0.5323996,0,2092.FCS,aml
N°4,407276,N°4,-0.67031324,1.1448789,0,1372.FCS,aml
N°4,458964,N°4,-0.8194328,-1.8262721,0,2092.FCS,aml
N°4,464101,N°4,-1.7314651,-0.09469223,0,2148.FCS,aml
N°4,455389,N°4,-1.4273373,-0.8589425,0,2092.FCS,aml
N°4,464079,N°4,-1.2498215,0.4336272,0,2148.FCS,aml
N°4,337329,N°4,-2.2948782,0.915239,0,0476.FCS,aml
N°4,463694,N°4,-2.30995,0.018120985,0,2148.FCS,aml
N°4,457465,N°4,-1.4624976,-1.0466214,0,2092.FCS,aml
N°4,459165,N°4,-0.9035481,-1.8980365,0,2092.FCS,aml
N°4,455076,N°4,-1.4162419,-1.2046937,0,2092.FCS,aml
N°4,462183,N°4,-1.9279732,-0.61749977,0,2092.FCS,aml
N°4,460257,N°4,-2.2853491,-0.4805364,0,2092.FCS,aml
N°4,456753,N°4,-1.3660986,-2.2112157,0,2092.FCS,aml
N°4,457422,N°4,-0.85093987,-1.6772575,0,2092.FCS,aml
N°4,460478,N°4,-1.0553098,-0.90804154,0,2092.FCS,aml
N°4,465648,N°4,-2.2573745,0.12725617,0,2148.FCS,aml
N°4,468936,N°4,-2.2495751,0.37728253,0,2148.FCS,aml
N°4,465248,N°4,-2.3708289,0.18033206,0,2148.FCS,aml
N°4,456663,N°4,-1.6113957,-0.2855284,0,2092.FCS,aml
N°4,462264,N°4,-0.70134985,-1.741856,0,2092.FCS,aml
N°4,461391,N°4,-1.2075753,-1.1712563,0,2092.FCS,aml
N°4,298359,N°4,-0.46397036,0.41259444,0,0036.FCS,aml
N°4,454684,N°4,-1.3037727,-0.6535601,0,2092.FCS,aml
N°4,463526,N°4,-1.2960994,-0.12470159,0,2148.FCS,aml
N°4,454264,N°4,-1.290941,-1.1068265,0,2092.FCS,aml
N°4,230341,N°4,-2.501548,-1.3402381,0,2476.FCS,normal
N°4,462854,N°4,-1.8308779,-0.0660978,0,2148.FCS,aml
N°4,300389,N°4,-0.65952504,0.80464023,0,0036.FCS,aml
N°4,457068,N°4,-2.1176026,-0.58805907,0,2092.FCS,aml
N°4,457256,N°4,-1.1957339,-1.0705616,0,2092.FCS,aml
N°4,467783,N°4,-1.6314955,-0.06481059,0,2148.FCS,aml
N°4,458423,N°4,-1.68623,-0.24643576,0,2092.FCS,aml
N°4,467400,N°4,-2.2328138,0.4744486,0,2148.FCS,aml
N°4,461095,N°4,-1.2024401,-1.2663978,0,2092.FCS,aml
N°4,455386,N°4,-1.4211797,-0.55630857,0,2092.FCS,aml
N°4,465253,N°4,-2.1893346,0.08893082,0,2148.FCS,aml
N°4,454366,N°4,-1.8931799,-0.969627,0,2092.FCS,aml
N°4,465596,N°4,-1.8218163,-0.15534487,0,2148.FCS,aml
N°4,468404,N°4,-1.3095564,0.522172,0,2148.FCS,aml
N°4,342790,N°4,-2.3694844,-0.8081543,0,0700.FCS,aml
N°4,462140,N°4,-0.63013375,-1.9935226,0,2092.FCS,aml
N°4,468392,N°4,-2.1442626,0.5557208,0,2148.FCS,aml
N°4,467340,N°4,-2.0279748,0.3257474,0,2148.FCS,aml
N°4,448254,N°4,-2.075812,-1.2920458,0,1884.FCS,aml
N°4,456412,N°4,-1.1959095,-1.5351043,0,2092.FCS,aml
N°4,424814,N°4,-2.397661,-0.95745414,0,1684.FCS,aml
N°4,7452,N°4,-1.559585,1.5182395,0,0316.FCS,normal
N°4,455878,N°4,-1.4211287,-1.3448873,0,2092.FCS,aml
N°4,455982,N°4,-1.2413048,-2.1873627,0,2092.FCS,aml
N°4,455488,N°4,-2.092299,-0.05922382,0,2092.FCS,aml
N°4,298526,N°4,-0.62597483,-0.09245364,0,0036.FCS,aml
N°4,460279,N°4,-0.877001,-2.4967442,0,2092.FCS,aml
